Location,CONTRACTOR_LABOR,CBA_Exempt,Required_Clearance,Labor_Category,Base_Hours,OY1_Hours,OY2_Hours,OY3_Hours,OY4_Hours,Total_Hours,Region_ID,Region_Name,Labor Category,Occupation_Code,Title,Rate,Required Clearance,CBA - Exempt,Hourly_Rate
MTEN - MCB Kaneohe Bay,Non-SCA,Exempt,SECRET,Network Administrator IV,28680.0,5736.0,5736.0,5736.0,5736.0,5736.0,,,,,,,,,80.0
MTEN - MCB Kaneohe Bay,Non-SCA,Exempt,SECRET,Network Engineer IV,11153.333333333332,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,,,,,,,,,95.0
MTEN - MCB Kaneohe Bay,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,11153.333333333332,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,,,,,,,,,75.0
MTEN - MCB Kaneohe Bay,Non-SCA,Exempt,SECRET,Technical Support Specialist,22306.666666666664,4461.333333333333,4461.333333333333,4461.333333333333,4461.333333333333,4461.333333333333,,,,,,,,,80.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Cybersecurity Analyst III,3186.666666666667,637.3333333333334,637.3333333333334,637.3333333333334,637.3333333333334,637.3333333333334,,,,,,,,,80.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Cybersecurity Analyst IV,3186.666666666667,637.3333333333334,637.3333333333334,637.3333333333334,637.3333333333334,637.3333333333334,,,,,,,,,80.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Mission Coordinator,11153.333333333332,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,,,,,,,,,85.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Network Administrator III,6373.333333333334,1274.6666666666667,1274.6666666666667,1274.6666666666667,1274.6666666666667,1274.6666666666667,,,,,,,,,80.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Network Administrator IV,28680.0,5736.0,5736.0,5736.0,5736.0,5736.0,,,,,,,,,80.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Network Engineer IV,11153.333333333332,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,,,,,,,,,95.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,11153.333333333332,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,,,,,,,,,75.0
MTEN - MCB Quantico,Non-SCA,Exempt,SECRET,Technical Support Specialist,22306.666666666664,4461.333333333333,4461.333333333333,4461.333333333333,4461.333333333333,4461.333333333333,,,,,,,,,80.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Cybersecurity Analyst III,3186.666666666667,637.3333333333334,637.3333333333334,637.3333333333334,637.3333333333334,637.3333333333334,,,,,,,,,80.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Cybersecurity Analyst IV,3186.666666666667,637.3333333333334,637.3333333333334,637.3333333333334,637.3333333333334,637.3333333333334,,,,,,,,,80.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Mission Coordinator,11153.333333333332,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,,,,,,,,,85.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Network Administrator III,6373.333333333334,1274.6666666666667,1274.6666666666667,1274.6666666666667,1274.6666666666667,1274.6666666666667,,,,,,,,,80.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Network Administrator IV,28680.0,5736.0,5736.0,5736.0,5736.0,5736.0,,,,,,,,,80.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Network Engineer IV,11153.333333333332,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,,,,,,,,,95.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,11153.333333333332,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,2230.6666666666665,,,,,,,,,75.0
MTEN - Okinawa,Non-SCA,Exempt,SECRET,Technical Support Specialist,22306.666666666664,4461.333333333333,4461.333333333333,4461.333333333333,4461.333333333333,4461.333333333333,,,,,,,,,80.0
Navy Dare,Non-SCA,Exempt,SECRET,Site Manager,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,95.0
Navy Dare,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,95.0
Navy Dare,Non-SCA,Exempt,SECRET,Technical Support Specialist,47800.0,9560.0,9560.0,9560.0,9560.0,9560.0,,,,,,,,,80.0
Navy Dare,SCA,CBA,SECRET,Electronics Technician III,28680.0,5736.0,5736.0,5736.0,5736.0,5736.0,NC_Dare,NC Dare County,Electronics Technician III,23183.0,Electronics Technician Maintenance III,41.20,SECRET,CBA,41.2
Navy Dare,SCA,SCLS,SECRET,Engineering Technician V,19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,NC_Dare,NC Dare County,Engineering Technician V,30085.0,Engineering Technician V,30.12,SECRET,SCLS,30.12
Navy Dare,SCA,CBA,SECRET,General Maintenance Worker,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,NC_Dare,NC Dare County,General Maintenance Worker,23370.0,General Maintenance Worker,21.19,SECRET,CBA,21.19
Navy Dare,SCA,SCLS,SECRET,Motor Vehicle Mechanic,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,NC_Dare,NC Dare County,Motor Vehicle Mechanic,5190.0,Motor Vehicle Mechanic,22.17,SECRET,SCLS,22.17
Navy Dare,Non-SCA,Exempt,SECRET,Logistician Analyst IV,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,75.0
Navy Dare,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,75.0
NCAMS,Non-SCA,Exempt,SECRET,Site Manager,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,95.0
NCAMS,Non-SCA,Exempt,SECRET,Technical Coordinator,38240.0,7648.0,7648.0,7648.0,7648.0,7648.0,,,,,,,,,80.0
NCAMS,Non-SCA,Exempt,SECRET,Operations Analyst,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,80.0
NCAMS,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,75.0
NCAMS,Non-SCA,Exempt,SECRET,Network Analyst IV,19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,,,,,,,,,80.0
NCAMS,SCA,SCLS,SECRET,Computer Systems Analyst II,19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,NC_Craven,NC Craven County,Computer Systems Analyst II,14102.0,Computer Systems Analyst II,(see 1),SECRET,SCLS,75.0
NCAMS,SCA,SCLS,SECRET,Computer Operator IV,38240.0,7648.0,7648.0,7648.0,7648.0,7648.0,NC_Craven,NC Craven County,Computer Operator IV,14044.0,Computer Operator IV,23.82,SECRET,SCLS,23.82
Oceana,Non-SCA,Exempt,TS/SCI,Program Manager,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,80.0
Oceana,Non-SCA,Exempt,SECRET,Site Manager,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,95.0
Oceana,Non-SCA,Exempt,SECRET,Mission Coordinator,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,85.0
Oceana,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,95.0
Oceana,Non-SCA,Exempt,SECRET,Technical Support Specialist,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,80.0
Oceana,SCA,CBA,SECRET,Computer Operator V,19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,VA_NC_Hampton,NC/VA Hampton Roads,Computer Operator V,14045.0,Computer Operator V,28.83,SECRET,CBA,28.83
Oceana,Non-SCA,Exempt,SECRET,Operations Analyst,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,80.0
Oceana,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,75.0
Oceana,SCA,CBA,SECRET,Engineering Technician IV,114720.0,22944.0,22944.0,22944.0,22944.0,22944.0,VA_NC_Hampton,NC/VA Hampton Roads,Engineering Technician IV,30084.0,Engineering Technician IV,30.81,SECRET,CBA,30.81
Oceana,SCA,CBA,SECRET,Engineering Technician V,66920.0,13384.0,13384.0,13384.0,13384.0,13384.0,VA_NC_Hampton,NC/VA Hampton Roads,Engineering Technician V,30085.0,Engineering Technician V,37.68,SECRET,CBA,37.68
Oceana,Non-SCA,Exempt,SECRET,Maintenance Coordinator,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,80.0
Oceana,Non-SCA,Exempt,SECRET,Logistician Analyst IV,28680.0,5736.0,5736.0,5736.0,5736.0,5736.0,,,,,,,,,75.0
Oceana,Non-SCA,Exempt,SECRET,Security Coordinator,19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,,,,,,,,,70.0
Oceana,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,,,,,,,,,75.0
Pinecastle,Non-SCA,Exempt,SECRET,Site Manager,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,95.0
Pinecastle,Non-SCA,Exempt,SECRET,Technical Lead,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,80.0
Pinecastle,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,95.0
Pinecastle,Non-SCA,Exempt,SECRET,Technical Support Specialist,47800.0,9560.0,9560.0,9560.0,9560.0,9560.0,,,,,,,,,80.0
Pinecastle,SCA,SCLS,SECRET,Electronics Technician III,66920.0,13384.0,13384.0,13384.0,13384.0,13384.0,FL_Lake,FL Lake County,Electronics Technician III,23183.0,Electronics Technician Maintenance III,29.80,SECRET,SCLS,29.8
Pinecastle,Non-SCA,Exempt,SECRET,Logistician Analyst IV,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,75.0
Pinecastle,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,75.0
Pinecastle,Non-SCA,Exempt,SECRET,Quality Control,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,80.0
PNW,Non-SCA,Exempt,SECRET,Site Lead,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,80.0
PNW,Non-SCA,Exempt,SECRET,Mission Coordinator,38240.0,7648.0,7648.0,7648.0,7648.0,7648.0,,,,,,,,,85.0
PNW,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,,,,,,,,,95.0
PNW,Non-SCA,Exempt,SECRET,Technical Support Specialist,28680.0,5736.0,5736.0,5736.0,5736.0,5736.0,,,,,,,,,80.0
PNW,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,,,,,,,,,75.0
PNW,SCA,SCLS,SECRET,Engineering Technician IV,38240.0,7648.0,7648.0,7648.0,7648.0,7648.0,WA_Grays_Harbor,WA Grays Harbor,Engineering Technician IV,30084.0,Engineering Technician IV,31.22,SECRET,SCLS,31.22
PNW,SCA,SCLS,SECRET,Electronics Technician I,57360.0,11472.0,11472.0,11472.0,11472.0,11472.0,WA_Grays_Harbor,WA Grays Harbor,Electronics Technician I,23181.0,Electronics Technician Maintenance I,35.77,SECRET,SCLS,35.77
PNW,SCA,SCLS,SECRET,Electronics Technician III,66920.0,13384.0,13384.0,13384.0,13384.0,13384.0,WA_Grays_Harbor,WA Grays Harbor,Electronics Technician III,23183.0,Electronics Technician Maintenance III,39.28,SECRET,SCLS,39.28
PNW,SCA,SCLS,SECRET,Engineering Technician V,105160.0,21032.0,21032.0,21032.0,21032.0,21032.0,WA_Grays_Harbor,WA Grays Harbor,Engineering Technician V,30085.0,Engineering Technician V,38.19,SECRET,SCLS,38.19
PNW,SCA,SCLS,SECRET,Supply Technician,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,WA_Grays_Harbor,WA Grays Harbor,Supply Technician,1410.0,Supply Technician,34.00,SECRET,SCLS,34.0
PNW,Non-SCA,Exempt,SECRET,Security Coordinator,19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,,,,,,,,,70.0
PNW,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,75.0
SCTTR,Non-SCA,Exempt,SECRET,Site Manager,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,95.0
SCTTR,Non-SCA,Exempt,SECRET,Mission Coordinator,143400.0,28680.0,28680.0,28680.0,28680.0,28680.0,,,,,,,,,85.0
SCTTR,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,,,,,,,,,95.0
SCTTR,Non-SCA,Exempt,SECRET,Technical Support Specialist,95600.0,19120.0,19120.0,19120.0,19120.0,19120.0,,,,,,,,,80.0
SCTTR,SCA,SCLS,SECRET,Engineering Technician III,105160.0,21032.0,21032.0,21032.0,21032.0,21032.0,SC_Beaufort,SC Beaufort,Engineering Technician III,30083.0,Engineering Technician III,21.02,SECRET,SCLS,21.02
SCTTR,Non-SCA,Exempt,SECRET,Operations Analyst,181640.0,36328.0,36328.0,36328.0,36328.0,36328.0,,,,,,,,,80.0
SCTTR,SCA,CBA,SECRET,Electronics Technician III,219880.0,43976.0,43976.0,43976.0,43976.0,43976.0,SC_Beaufort,SC Beaufort,Electronics Technician III,23183.0,Electronics Technician Maintenance III,28.42,SECRET,CBA,28.42
SCTTR,SCA,CBA,SECRET,Engineering Technician V,66920.0,13384.0,13384.0,13384.0,13384.0,13384.0,SC_Beaufort,SC Beaufort,Engineering Technician V,30085.0,Engineering Technician V,31.86,SECRET,CBA,31.86
SCTTR,Non-SCA,Exempt,SECRET,Range Control Facilitator,95600.0,19120.0,19120.0,19120.0,19120.0,19120.0,,,,,,,,,80.0
SCTTR,SCA,CBA,SECRET,Electronics Technician II,210320.0,42064.0,42064.0,42064.0,42064.0,42064.0,SC_Beaufort,SC Beaufort,Electronics Technician II,23182.0,Electronics Technician Maintenance II,26.88,SECRET,CBA,26.88
SCTTR,SCA,SCLS,SECRET,Electronics Technician I,38240.0,7648.0,7648.0,7648.0,7648.0,7648.0,SC_Beaufort,SC Beaufort,Electronics Technician I,23181.0,Electronics Technician Maintenance I,25.43,SECRET,SCLS,25.43
SCTTR,SCA,SCLS,SECRET,UXO Technician III,57360.0,11472.0,11472.0,11472.0,11472.0,11472.0,SC_Beaufort,SC Beaufort,UXO Technician III,30493.0,Unexploded Ordnance (UXO) Technician III,42.46,SECRET,SCLS,42.46
SCTTR,Non-SCA,Exempt,SECRET,Logistician Analyst IV,28680.0,5736.0,5736.0,5736.0,5736.0,5736.0,,,,,,,,,75.0
SCTTR,SCA,SCLS,SECRET,Supply Technician,19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,SC_Beaufort,SC Beaufort,Supply Technician,1410.0,Supply Technician,29.44,SECRET,SCLS,29.44
SCTTR,Non-SCA,Exempt,SECRET,Security Coordinator,28680.0,5736.0,5736.0,5736.0,5736.0,5736.0,,,,,,,,,70.0
SCTTR,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,75.0
TTGP,Non-SCA,Exempt,SECRET,Site Manager,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,95.0
TTGP,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,95.0
TTGP,Non-SCA,Exempt,SECRET,Mission Coordinator,95600.0,19120.0,19120.0,19120.0,19120.0,19120.0,,,,,,,,,85.0
TTGP,Non-SCA,Exempt,SECRET,Network Administrator III,66920.0,13384.0,13384.0,13384.0,13384.0,13384.0,,,,,,,,,80.0
TTGP,Non-SCA,Exempt,SECRET,Network Administrator IV,200760.0,40152.0,40152.0,40152.0,40152.0,40152.0,,,,,,,,,80.0
TTGP,Non-SCA,Exempt,SECRET,Network Administrator V,38240.0,7648.0,7648.0,7648.0,7648.0,7648.0,,,,,,,,,80.0
TTGP,SCA,CBA,SECRET,Engineering Technician III,66920.0,13384.0,13384.0,13384.0,13384.0,13384.0,UNKNOWN,,Engineering Technician III,30083.0,,,SECRET,CBA,80.0
Yuma,Non-SCA,Exempt,SECRET,Site Manager,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,95.0
Yuma,Non-SCA,Exempt,SECRET,Mission Coordinator,19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,,,,,,,,,85.0
Yuma,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,95.0
Yuma,SCA,CBA,SECRET,Computer Operator III,28680.0,5736.0,5736.0,5736.0,5736.0,5736.0,AZ_Yuma,AZ Yuma,Computer Operator III,14043.0,Computer Operator III,25.06,SECRET,CBA,25.06
Yuma,SCA,CBA,SECRET,Computer Operator V,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,AZ_Yuma,AZ Yuma,Computer Operator V,14045.0,Computer Operator V,29.73,SECRET,CBA,29.73
Yuma,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,75.0
Yuma,SCA,SCLS,SECRET,Engineering Technician IV,28680.0,5736.0,5736.0,5736.0,5736.0,5736.0,AZ_Yuma,AZ Yuma,Engineering Technician IV,30084.0,Engineering Technician IV,26.87,SECRET,SCLS,26.87
Yuma,SCA,CBA,SECRET,Electronics Technician II,124280.0,24856.0,24856.0,24856.0,24856.0,24856.0,AZ_Yuma,AZ Yuma,Electronics Technician II,23182.0,Electronics Technician Maintenance II,32.67,SECRET,CBA,32.67
Yuma,SCA,CBA,SECRET,Electronics Technician III,152960.0,30592.0,30592.0,30592.0,30592.0,30592.0,AZ_Yuma,AZ Yuma,Electronics Technician III,23183.0,Electronics Technician Maintenance III,34.78,SECRET,CBA,34.78
Yuma,SCA,SCLS,SECRET,Engineering Technician VI,57360.0,11472.0,11472.0,11472.0,11472.0,11472.0,AZ_Yuma,AZ Yuma,Engineering Technician VI,30086.0,Engineering Technician VI,39.75,SECRET,SCLS,39.75
Yuma,SCA,CBA,SECRET,Electronics Technician I,28680.0,5736.0,5736.0,5736.0,5736.0,5736.0,AZ_Yuma,AZ Yuma,Electronics Technician I,23181.0,Electronics Technician Maintenance I,29.19,SECRET,CBA,29.19
Yuma,SCA,CBA,SECRET,Computer Systems Analyst II,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,AZ_Yuma,AZ Yuma,Computer Systems Analyst II,14102.0,Computer Systems Analyst II,(see 1),SECRET,CBA,75.0
Yuma,SCA,CBA,SECRET,Computer Systems Analyst III,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,AZ_Yuma,AZ Yuma,Computer Systems Analyst III,14103.0,Computer Systems Analyst III,(see 1),SECRET,CBA,75.0
Yuma,SCA,CBA,SECRET,General Maintenance Worker,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,AZ_Yuma,AZ Yuma,General Maintenance Worker,23370.0,General Maintenance Worker,19.36,SECRET,CBA,19.36
Yuma,Non-SCA,Exempt,SECRET,Generator Technician III,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,65.0
Yuma,SCA,SCLS,SECRET,"Heating, Ventilation and Air Conditioning",9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,AZ_Yuma,AZ Yuma,"Heating, Ventilation and Air Conditioning",23410.0,"Heating, Ventilation And Air-Conditioning",25.35,SECRET,SCLS,25.35
Yuma,SCA,CBA,SECRET,Heavy Equipment Mechanic/Operator,19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,AZ_Yuma,AZ Yuma,Heavy Equipment Mechanic/Operator,23430.0,Heavy Equipment Mechanic,31.60,SECRET,CBA,31.6
Yuma,Non-SCA,Exempt,SECRET,Maintenance Coordinator,19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,,,,,,,,,80.0
Yuma,Non-SCA,Exempt,SECRET,Logistician Analyst IV,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,75.0
Yuma,SCA,CBA,SECRET,Supply Technician,19120.0,3824.0,3824.0,3824.0,3824.0,3824.0,AZ_Yuma,AZ Yuma,Supply Technician,1410.0,Supply Technician,28.25,SECRET,CBA,28.25
Yuma,Non-SCA,Exempt,SECRET,Security Coordinator,38240.0,7648.0,7648.0,7648.0,7648.0,7648.0,,,,,,,,,70.0
Yuma,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,9560.0,1912.0,1912.0,1912.0,1912.0,1912.0,,,,,,,,,75.0
Yuma,Non-SCA,Exempt,SECRET,Site Manager,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Yuma,Non-SCA,Exempt,SECRET,Mission Coordinator,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,85.0
Yuma,Non-SCA,Exempt,SECRET,"Mission Coordinator, Senior",191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,95.0
Yuma,SCA,CBA,SECRET,Computer Operator III,573.6,114.72,114.72,114.72,114.72,114.72,AZ_Yuma,AZ Yuma,Computer Operator III,14043.0,Computer Operator III,25.06,SECRET,CBA,25.06
Yuma,SCA,CBA,SECRET,Computer Operator V,191.20000000000002,38.24,38.24,38.24,38.24,38.24,AZ_Yuma,AZ Yuma,Computer Operator V,14045.0,Computer Operator V,29.73,SECRET,CBA,29.73
Yuma,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Yuma,SCA,SCLS,SECRET,Engineering Technician IV,573.6,114.72,114.72,114.72,114.72,114.72,AZ_Yuma,AZ Yuma,Engineering Technician IV,30084.0,Engineering Technician IV,26.87,SECRET,SCLS,26.87
Yuma,SCA,CBA,SECRET,Electronics Technician II,2485.6000000000004,497.12,497.12,497.12,497.12,497.12,AZ_Yuma,AZ Yuma,Electronics Technician II,23182.0,Electronics Technician Maintenance II,32.67,SECRET,CBA,32.67
Yuma,SCA,CBA,SECRET,Electronics Technician III,3059.2000000000003,611.84,611.84,611.84,611.84,611.84,AZ_Yuma,AZ Yuma,Electronics Technician III,23183.0,Electronics Technician Maintenance III,34.78,SECRET,CBA,34.78
Yuma,SCA,SCLS,SECRET,Engineering Technician VI,1147.2,229.44,229.44,229.44,229.44,229.44,AZ_Yuma,AZ Yuma,Engineering Technician VI,30086.0,Engineering Technician VI,39.75,SECRET,SCLS,39.75
Yuma,SCA,CBA,SECRET,Electronics Technician I,573.6,114.72,114.72,114.72,114.72,114.72,AZ_Yuma,AZ Yuma,Electronics Technician I,23181.0,Electronics Technician Maintenance I,29.19,SECRET,CBA,29.19
Yuma,SCA,CBA,SECRET,Computer Systems Analyst II,191.20000000000002,38.24,38.24,38.24,38.24,38.24,AZ_Yuma,AZ Yuma,Computer Systems Analyst II,14102.0,Computer Systems Analyst II,(see 1),SECRET,CBA,75.0
Yuma,SCA,CBA,SECRET,Computer Systems Analyst III,191.20000000000002,38.24,38.24,38.24,38.24,38.24,AZ_Yuma,AZ Yuma,Computer Systems Analyst III,14103.0,Computer Systems Analyst III,(see 1),SECRET,CBA,75.0
Yuma,SCA,CBA,SECRET,General Maintenance Worker,191.20000000000002,38.24,38.24,38.24,38.24,38.24,AZ_Yuma,AZ Yuma,General Maintenance Worker,23370.0,General Maintenance Worker,19.36,SECRET,CBA,19.36
Yuma,Non-SCA,Exempt,SECRET,Generator Technician III,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,65.0
Yuma,SCA,SCLS,SECRET,"Heating, Ventilation and Air Conditioning",191.20000000000002,38.24,38.24,38.24,38.24,38.24,AZ_Yuma,AZ Yuma,"Heating, Ventilation and Air Conditioning",23410.0,"Heating, Ventilation And Air-Conditioning",25.35,SECRET,SCLS,25.35
Yuma,SCA,CBA,SECRET,Heavy Equipment Mechanic/Operator,382.40000000000003,76.48,76.48,76.48,76.48,76.48,AZ_Yuma,AZ Yuma,Heavy Equipment Mechanic/Operator,23430.0,Heavy Equipment Mechanic,31.60,SECRET,CBA,31.6
Yuma,Non-SCA,Exempt,SECRET,Maintenance Coordinator,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,80.0
Yuma,Non-SCA,Exempt,SECRET,Logistician Analyst IV,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Yuma,SCA,CBA,SECRET,Supply Technician,382.40000000000003,76.48,76.48,76.48,76.48,76.48,AZ_Yuma,AZ Yuma,Supply Technician,1410.0,Supply Technician,28.25,SECRET,CBA,28.25
Yuma,Non-SCA,Exempt,SECRET,Security Coordinator,764.8000000000001,152.96,152.96,152.96,152.96,152.96,,,,,,,,,70.0
Yuma,Non-SCA,Exempt,SECRET,Quality Assurance/Safety Evaluator,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Miramar,Non-SCA,Exempt,SECRET,Site Lead,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,80.0
Miramar,Non-SCA,Exempt,SECRET,Mission Coordinator,382.40000000000003,76.48,76.48,76.48,76.48,76.48,,,,,,,,,85.0
Miramar,SCA,CBA,SECRET,Computer Operator III,573.6,114.72,114.72,114.72,114.72,114.72,CA_San_Diego,CA San Diego,Computer Operator III,14043.0,Computer Operator III,30.23,SECRET,CBA,30.23
Miramar,SCA,CBA,SECRET,Computer Operator V,191.20000000000002,38.24,38.24,38.24,38.24,38.24,CA_San_Diego,CA San Diego,Computer Operator V,14045.0,Computer Operator V,37.21,SECRET,CBA,37.21
Miramar,Non-SCA,Exempt,SECRET,Tactical Data Link Analyst,191.20000000000002,38.24,38.24,38.24,38.24,38.24,,,,,,,,,75.0
Miramar,SCA,SCLS,SECRET,Engineering Technician IV,191.20000000000002,38.24,38.24,38.24,38.24,38.24,CA_San_Diego,CA San Diego,Engineering Technician IV,30084.0,Engineering Technician IV,32.53,SECRET,SCLS,32.53
Miramar,SCA,CBA,SECRET,Electronics Technician II (INST),191.20000000000002,38.24,38.24,38.24,38.24,38.24,CA_San_Diego,CA San Diego,Electronics Technician II (INST),23182.0,Electronics Technician Maintenance II,36.22,SECRET,CBA,36.22
Miramar,SCA,CBA,SECRET,Electronics Technician III,382.40000000000003,76.48,76.48,76.48,76.48,76.48,CA_San_Diego,CA San Diego,Electronics Technician III,23183.0,Electronics Technician Maintenance III,38.28,SECRET,CBA,38.28
Miramar,SCA,CBA,SECRET,Computer Systems Analyst I,191.20000000000002,38.24,38.24,38.24,38.24,38.24,CA_San_Diego,CA San Diego,Computer Systems Analyst I,14101.0,Computer Systems Analyst I,(see 1),SECRET,CBA,75.0
